id,split,text,estimated_V,estimated_A,estimated_D,calculated_V,calculated_A,calculated_D
SemEval_871,train,Human error caused Helios crash,-0.56,-0.125,-0.06,-0.5527,0.284,-0.342
SemEval_872,train,US to prod NATO allies for more troops to defeat Taliban,-0.05,0.2,0.1,0.0646,0.0972,0.2274
SemEval_873,train,Microsoft supports OpenID authentication standard,0.0,-0.1,0.0,0.397,-0.366,0.355
SemEval_874,train,No buyer in sight for Napster,-0.125,0.0,0.0,0.0947,-0.056,0.1133
SemEval_876,train,China says rich countries should take lead on global warming,0.055,-0.055,0.055,0.1647,0.1709,0.2527
SemEval_877,train,North Korea may begin to dismantle nukes,0.05,-0.05,-0.05,0.1036,-0.1036,-0.032
SemEval_878,train,Tracking down hi-tech crime,-0.06,-0.06,0.125,-0.1017,0.2802,0.063
SemEval_879,test,Barack Obama formally announces bid for president,0.055,0.0,0.11,0.3482,-0.0697,0.4875
SemEval_88,dev,"Heavy use of mobile phones can make men infertile, scientists say",-0.15,0.1,0.15,-0.0013,-0.1269,0.0029
SemEval_880,dev,Kidnappers seize two in Nigeria,-0.35,0.05,-0.05,0.176,-0.156,0.077
SemEval_881,train,"Indonesia may sell, not give, bird flu virus to scientists",-0.31,-0.125,-0.125,0.088,-0.0369,-0.1694
SemEval_882,dev,"Attack video saddens ""friendly fire"" widow",-0.56,0.185,-0.31,-0.2856,0.2008,-0.1476
SemEval_883,train,Europe retain trophy with big win,0.25,0.2,0.15,0.4588,0.1253,0.428
SemEval_884,train,Cutting edge accessories for digital music players,0.0,-0.18,-0.09,0.3578,0.0526,0.0068
SemEval_885,test,Ice storm descends on central U.S.,-0.35,0.05,-0.15,-0.0247,0.0347,0.066
SemEval_886,train,Snow brings travel misery to England,-0.35,0.15,-0.15,0.122,-0.035,-0.249
SemEval_887,train,"Indonesia flood forces 340,000 from homes",-0.3,0.05,0.0,-0.1607,0.3093,0.3293
SemEval_888,train,Iraqi health minister seized in raid,-0.1,0.1,-0.05,-0.0008,0.297,0.4895
SemEval_889,train,Ice storm brings chaos in U.S.,-0.4,-0.05,0.05,-0.61,0.619,-0.162
SemEval_89,test,Russian ship sinks in Pacific,-0.3,0.15,-0.15,0.198,-0.2547,0.0127
SemEval_890,dev,Stinky flower mystery solved,-0.05,0.15,0.1,0.0555,0.096,-0.0718
SemEval_892,train,Roddick overcomes Federer in final,0.1,0.1,0.1,-0.448,0.15,0.016
SemEval_893,train,Prehistoric Romeo and Juliet discovered,0.07,0.145,0.0,-0.083,-0.183,-0.081
SemEval_894,train,Donald and Goydos share Sony lead,0.11,-0.055,0.0,0.0547,0.1367,0.0
SemEval_895,train,U.S. and Iraqis are wrangling over war plans,-0.285,0.145,-0.07,-0.3328,0.3102,0.2582
SemEval_896,test,Sea search for missing Microsoft scientist,-0.15,-0.05,-0.05,0.1344,-0.0596,0.0492
SemEval_897,dev,Iran to Hit US Interests if Attacked,-0.3,0.3,-0.1,-0.0492,0.2155,0.27
SemEval_898,train,Blair: Terror battle will be long,-0.25,0.125,-0.125,-0.071,0.1392,0.246
SemEval_899,train,Bear cub returned to the wilderness,0.2,0.0,0.05,-0.0625,-0.1075,-0.2255
SemEval_90,test,China Successfully Launches Two Satellites,0.2,0.0,0.0,0.2855,0.0593,0.2602
SemEval_900,train,Carrefour sales growth falls short,-0.225,-0.135,-0.045,0.101,-0.148,0.013
SemEval_901,train,"Allied with democrats, Lieberman easily aligns with Republicans",0.05,0.0,0.0,0.2995,-0.238,0.0475
SemEval_902,train,"In the Rockies, pines die and bears feel it",-0.2,0.0,-0.05,-0.0835,0.113,-0.0725
SemEval_903,train,Iran to strike US interests if attacked,-0.45,0.25,-0.05,-0.0312,0.1555,0.216
SemEval_904,test,"Nipple covers, other star secrets",0.05,0.1,0.05,0.19,-0.044,-0.1773
SemEval_905,train,Apple: no iTunes for you if you have Vista!,-0.15,0.1,0.05,0.3603,-0.0663,0.0415
SemEval_906,train,Smokestacks in a white wilderness divide Iceland,-0.125,-0.19,-0.185,-0.386,-0.147,-0.293
SemEval_907,train,That'll cost ya,-0.05,0.05,0.15,-0.27,-0.16,-0.122
SemEval_908,test,Botched hangings in Iraq speed sectarianism,-0.3,0.05,-0.05,-0.4027,0.6403,-0.0227
SemEval_909,train,Male sweat raises female hormones,0.0,0.05,0.0,-0.224,0.158,-0.406
SemEval_91,train,Prestige has magic touch,0.05,-0.05,0.05,0.556,0.156,0.2933
SemEval_910,train,7 GOP senators to force debate on troops in Iraq,-0.05,-0.05,0.0,-0.038,0.2636,0.368
SemEval_911,train,Bangladesh ends curfew amid unrest,0.0,0.05,0.05,-0.3823,0.0233,-0.26
SemEval_912,train,Italy's dispute with US over Iraq shooting,-0.1,0.1,0.0,-0.196,0.3072,0.2418
SemEval_913,train,Here come the Globes!,0.25,0.4,0.1,0.148,-0.231,0.1295
SemEval_914,train,Snow causes transport chaos in Britain,-0.25,0.05,0.05,-0.102,0.2753,-0.132
SemEval_915,train,Snow causes airport closures in Britain,-0.45,0.1,-0.2,0.396,0.047,-0.009
SemEval_916,test,"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",0.0,-0.1,-0.05,0.2617,0.0087,0.319
SemEval_917,train,Heavy snow causes travel chaos and shuts schools,-0.375,0.06,-0.06,-0.034,0.1716,-0.0672
SemEval_918,train,Barbaro's legacy: saving other horses,0.11,0.11,0.0,0.2847,-0.3407,0.138
SemEval_919,train,Luxury digs in South Carolina's Lowcountry,0.0,0.0,0.05,0.2947,0.072,0.2093
SemEval_92,train,"Lies, damned lies, and divorce",-0.55,0.25,0.0,-0.572,0.3067,-0.1
SemEval_920,dev,Dozens killed in Baghdad bombing,-0.5,0.31,0.065,-0.666,0.947,0.464
SemEval_921,train,Ice storms kill 21 across nation,-0.42,0.085,-0.17,-0.207,0.2412,0.138
SemEval_922,train,De Villiers takes over Dakar lead,0.05,-0.1,-0.05,-0.177,0.1755,0.2885
SemEval_923,dev,Vietnam becomes WTO's 150th member,0.165,0.11,0.0,-0.024,-0.167,0.3515
SemEval_924,train,South African trio share advantage,0.1,0.1,0.05,0.3795,-0.013,0.153
SemEval_925,train,Observatory: poison begets poison,-0.05,-0.05,-0.05,-0.516,0.266,0.33
SemEval_926,dev,Action intensity boosts vision,0.0,0.0,-0.07,0.3933,0.5167,0.664
SemEval_927,train,Why the smell of a man's armpit is a turn-on,-0.1,0.35,0.05,-0.067,0.0975,-0.1677
SemEval_928,train,Nokia 5300 Xpress Music,0.0,0.06,0.0,0.666,0.126,0.21
SemEval_929,train,"Dell to cut bonuses, trim management",-0.1,0.0,0.0,0.096,-0.0692,0.0328
SemEval_93,train,Manning inspires Giants to victory in Dallas,0.2,0.1,0.15,0.438,0.235,0.431
SemEval_930,train,"Second drop in cancer deaths could point to a trend, researchers say",-0.05,0.15,0.1,0.0246,-0.0969,-0.0058
SemEval_931,train,TV game shows go interactive,0.05,0.05,0.05,0.297,0.21,0.05
SemEval_932,train,Boy missing since 2002 found alive,0.5,0.35,0.15,0.2092,0.0005,-0.009
SemEval_933,test,"US, North Korea signed nuclear memo",0.07,0.07,0.07,0.0207,-0.077,0.2495
SemEval_934,train,Russia honors Sputnik designer,0.05,-0.05,0.0,0.613,0.3105,0.4795
SemEval_937,train,Friendly fire pilot 'experienced',-0.17,0.0,0.0,0.188,0.271,0.361
SemEval_938,test,MySpace welcomes French friends,0.25,0.06,0.0,0.6193,0.4267,0.1697
SemEval_939,train,Airlines: UK airport runway unsafe,-0.06,-0.06,-0.25,-0.0473,0.0793,-0.1517
SemEval_94,train,Riot warning for France suburbs,-0.375,0.065,-0.185,-0.35,0.3955,0.011
SemEval_940,test,The amounts you have to pay for a bomb scare,-0.4,0.15,0.0,-0.3245,0.367,-0.011
SemEval_941,test,"In Egypt, Rice speaks softly",0.0,-0.25,-0.065,0.184,-0.586,-0.366
SemEval_943,train,Senate votes to revoke pensions,-0.15,0.05,0.0,-0.1727,0.03,0.382
SemEval_944,train,EarthLink CEO dies at age 49,-0.19,0.0,0.0,0.104,-0.156,0.1433
SemEval_945,train,Software giant SAP misses target,-0.25,-0.05,-0.05,0.155,-0.0175,0.2412
SemEval_946,train,Vital signs: mental abilities: folic acid may improve thinking skills,0.05,-0.05,0.0,0.3919,-0.0038,0.2517
SemEval_947,train,De Villiers stretches overall lead,0.05,0.0,0.0,-0.094,0.027,0.125
SemEval_948,train,Families celebrate return of sons,0.285,0.215,-0.07,0.4678,-0.0112,0.2165
SemEval_949,train,China detains 2 after body parts found in mail,-0.35,0.1,0.1,0.2597,-0.1973,-0.0253
SemEval_95,train,Full recovery expected for marathon winner,0.45,0.15,0.05,0.406,0.0523,0.3777
SemEval_950,train,North Korea ready to discuss nuke disarmament,0.0,0.07,0.0,0.0333,0.1195,0.1253
SemEval_951,train,"For women, nothing's like the smell of men's sweat",-0.1,0.15,0.05,0.1502,0.0812,-0.1283
SemEval_952,train,Nadal wants Australian Open crown,-0.05,0.0,0.25,0.2327,0.0347,0.204
SemEval_953,train,Beijing journal: Olympic construction unearths ancient treasure trove,0.1,0.05,0.15,0.3232,-0.132,0.1908
SemEval_954,train,"Chinese president arrives in Mozambique, African tour nearly over",0.1,-0.1,-0.05,0.184,-0.0025,0.3585
SemEval_955,dev,Reclusive 'Mockingbird' author attends show,0.0,0.0,0.0,0.0903,-0.2573,0.1037
SemEval_956,train,"Asia near pact on energy, security",0.055,-0.055,0.055,0.3188,-0.0376,0.27
SemEval_957,train,Philippine anti-terror law delayed until June,-0.05,-0.05,-0.05,-0.2552,0.1576,-0.068
SemEval_958,train,Ex-suspect slams anti-terror laws,-0.15,0.05,0.1,-0.5915,0.292,-0.193
SemEval_959,train,Study detects a gene linked to Alzheimer's,-0.1,-0.05,0.15,0.153,-0.139,0.268
SemEval_96,train,Sony apologises for global battery recall,-0.215,0.07,0.07,0.073,-0.102,0.1005
SemEval_960,train,Panda cub makes her debut,0.1,0.15,0.05,0.3987,-0.212,-0.1207
SemEval_961,dev,Harris haul puts South Africa on top,0.215,0.145,0.285,0.0205,-0.1475,-0.1005
SemEval_962,dev,Weight-loss drug to be sold over the counter,0.045,-0.09,0.0,-0.0663,-0.0107,0.1047
SemEval_963,train,Beckham outlines reasons for move,0.0,0.05,0.05,0.1975,0.0045,0.2065
SemEval_964,test,Study finds gritty air raises heart disease risk in older women,-0.3,0.1,0.0,0.0375,0.0613,-0.0618
SemEval_965,train,"Venezuela, Iran fight U.S. dominance",-0.05,-0.05,0.1,0.073,0.709,0.648
SemEval_966,train,'Housewives' star Marcia Cross on bed rest,-0.2,0.05,-0.05,0.0025,-0.246,-0.0075
SemEval_967,train,Blog: Here come the Globes!,0.35,0.3,0.05,0.1913,-0.2273,0.041
SemEval_968,train,Greek police hunt embassy attackers,-0.15,0.15,0.15,0.1202,0.2045,0.39
SemEval_969,train,Apple warns iTunes users to wait on Vista,-0.1,0.0,-0.1,0.2812,-0.0928,-0.0718
SemEval_97,train,Questions on credit card safety,0.0,-0.07,-0.07,0.1953,-0.021,0.3383
SemEval_970,train,Tsunami fears ease after quake,-0.1,-0.05,-0.05,-0.3496,0.3896,0.008
SemEval_971,test,China considers Eurobond reserves,-0.05,-0.25,0.05,0.214,-0.194,0.076
SemEval_972,train,Underarm bowls them over,-0.05,0.15,0.2,0.0255,-0.1008,0.009
SemEval_973,train,At least 130 die as blast levels Baghdad market,-0.55,0.1,-0.15,-0.2748,0.234,-0.0364
SemEval_974,train,New McCain team made attack ads he once faulted,-0.1,-0.05,-0.05,0.2055,0.1785,0.2315
SemEval_975,train,Deaths as bird flu flares in Asia,-0.215,0.07,-0.07,0.0195,0.023,-0.165
SemEval_976,train,"Hamas, Fatah leaders pledge to meet until they reach agreement",0.05,0.1,0.25,0.2737,0.0186,0.22
SemEval_977,train,Officers had 'rapport' with alleged abductor,0.0,0.0,0.05,-0.4233,0.2527,0.291
SemEval_978,train,No e-Book for Harry Potter VII,-0.2,-0.05,-0.05,0.1975,-0.232,-0.0005
SemEval_979,train,Review: Nokia 5300 Xpress Music,0.05,-0.05,0.05,0.5,-0.029,0.241
SemEval_98,train,Budapest calm after night of violent protests,-0.05,0.0,-0.2,0.0808,-0.0544,-0.1198
SemEval_980,train,'Can't do this anymore'? Not Jack,-0.25,0.15,0.2,0.1047,-0.0013,-0.0153
SemEval_981,train,Black hole triplets spotted,-0.05,0.0,0.05,-0.467,0.078,-0.455
SemEval_982,train,Israel weighs old city project webcast,-0.05,0.0,-0.05,0.2057,0.0693,0.2277
SemEval_983,test,Indonesian bird flu deaths hit 61,-0.45,0.2,-0.25,-0.204,0.2233,-0.138
SemEval_984,train,Somali refugees cut off from aid,-0.25,0.15,-0.1,0.1087,-0.028,-0.1393
SemEval_985,train,Microsoft downplays Vista speech-recognition hack,-0.1,-0.1,-0.1,0.173,0.1065,0.2258
SemEval_986,dev,Next island hot spot: St. Lucia,0.135,-0.045,0.045,0.1367,-0.024,-0.0927
SemEval_987,train,Italy to hold no-show trial of Bronx GI in Iraq slay,-0.1,-0.2,0.1,-0.1027,0.2147,0.0933
SemEval_988,train,Rescued boys parents hail 'miracle',0.3,0.3,0.0,0.417,0.4677,-0.3587
SemEval_99,train,Vegetables May Boost Brain Power in Older Adults,0.15,0.05,0.1,0.4775,0.057,0.3972
SemEval_990,train,Teen hacks Venezuelan government Web sites,-0.2,-0.05,-0.15,0.1593,-0.0187,0.2913
SemEval_991,train,"Russia plans new ICBMs, nuclear subs",-0.2,0.05,-0.1,0.136,0.346,0.363
SemEval_992,train,Gere cheers sex workers in AIDS fight,0.2,0.1,0.1,0.4215,0.5615,0.3575
SemEval_993,train,Study: Male sweat causes female hormones to rise,0.085,0.0,0.0,0.104,0.0165,0.155
SemEval_994,train,Collision on icy road kills 7,-0.665,0.39,-0.28,0.0425,0.0635,-0.069
SemEval_995,train,Surprise: China cuts price of gas,0.3,0.15,0.05,0.1244,0.0804,0.0688
SemEval_996,train,What the Godfather of Soul meant to me,0.055,0.0,0.11,0.1248,-0.1668,-0.032
SemEval_997,train,New Mars orbiter spots Pathfinder landing site,0.25,0.15,0.05,0.4108,0.2324,0.3224
SemEval_998,train,Mass Venezuela opposition rally,-0.15,0.25,-0.05,-0.1967,0.1027,-0.0513
SemEval_999,train,Glamour -- and 'Borat' -- at Golden Globes,0.1,0.05,0.05,0.3125,0.0485,0.116
The_Black_Willow_10020_10171,train,"I want to write as others do: a tale, set in our real world, of characters who might live therein, not citizens of some airy demesne beyond the stars!""",0.1,0.25,0.15,0.1917,0.0212,0.0251
The_Black_Willow_10184_10239,dev,"""Why is that more desirable than what you write today?""",0.07,0.215,0.145,0.2479,0.0808,0.0952
The_Black_Willow_10252_10311,train,"""People will read such stories; they are worth publishing.""",0.15,-0.05,0.05,0.3308,-0.0467,0.1989
The_Black_Willow_102_159,train,Allan sat down at his desk and pulled the chair in close.,0.0,-0.165,0.055,-0.136,-0.3643,-0.2469
The_Black_Willow_10324_10393,test,"""If you never finish such stories, how can they be worth publishing?""",-0.165,0.11,0.165,0.1848,-0.0651,0.106
The_Black_Willow_10406_10468,train,"""That is precisely why I must excise this malignant instinct!""",-0.2,0.35,0.45,-0.0027,0.1141,0.03
The_Black_Willow_10481_10500,train,"""Why do you write?""",0.0,-0.05,0.05,0.188,0.179,-0.0487
The_Black_Willow_10513_10549,train,"""…Why – to earn a living, I suppose.",0.0,-0.05,0.05,0.3072,0.2666,0.0626
The_Black_Willow_10550_10566,train,"Why do you ask?""",0.0,0.07,-0.07,0.134,0.2143,-0.0987
The_Black_Willow_10579_10679,train,"""You choose to write rather than become a fisherman or a carpenter, though you face such difficulty.",-0.085,-0.085,0.165,0.0042,-0.0402,-0.0016
The_Black_Willow_10749_10795,train,"I would not be happy, thus separated from it.""",-0.4,0.1,-0.1,0.092,-0.1679,0.0344
The_Black_Willow_10808_10898,dev,"""So at its heart, then, your writing – as opposed to working otherwise – is for yourself?""",0.045,-0.09,0.045,0.1093,-0.028,0.0898
The_Black_Willow_10911_10949,train,"""Yes, I suppose one could see it thus.",0.0,-0.05,0.0,0.1604,-0.2473,-0.1209
The_Black_Willow_10950_11030,train,"But really, Nathan, your queer habits of conversation have reached a new level.""",-0.285,0.215,0.07,0.2989,-0.0954,0.1199
The_Black_Willow_11043_11084,train,"Ignoring the statement, Nathan continued.",-0.1,0.0,0.05,0.323,0.048,0.325
The_Black_Willow_11085_11167,train,"""Your writing is for you, Allan, not for the publishers or some imagined audience.",-0.05,0.0,0.05,0.137,-0.0007,0.0929
The_Black_Willow_11168_11329,dev,"Since you seem unable to write 'normally,' why not embrace your tales as they are, leave behind the one unhappiness in the art you admit is a source of pleasure?",0.0,0.05,0.05,0.0652,-0.0719,-0.0517
The_Black_Willow_11330_11437,train,"Your stories strike a chord with the deepest, most ancient stories of mankind, the tales basic to humanity.",0.1,0.05,0.1,0.2823,-0.1494,0.15
The_Black_Willow_11438_11482,test,"Tell them, and they will create an audience.",0.06,0.0,0.06,0.2094,-0.0126,0.1697
The_Black_Willow_11483_11570,train,"You need not pander to what you imagine their wants are; speak, and they shall listen.""",-0.05,0.0,0.0,0.1395,-0.0435,-0.0822
The_Black_Willow_11596_11663,train,"Allan crouched over his desk once more, pen in hand and mind blank.",-0.15,0.0,-0.1,0.0267,-0.1409,-0.0616
The_Black_Willow_11664_11745,test,"He contemplated a story, an outline he had laboriously constructed some time ago.",0.0,-0.045,0.0,0.0827,-0.0756,0.1367
The_Black_Willow_11746_11956,train,"He had filled his pen and raised it, the nib descending towards the paper, before the sound came: the gentle, persistent tapping of the gnarled, primeval willow touching the window with long, insistent fingers.",0.0,0.0,0.0,0.1456,-0.1309,-0.0309
The_Black_Willow_11970_12071,train,"His eyes awoke with a passionate, determined flame, though the only light came from the glutted moon.",0.0,0.145,0.0,0.2401,-0.0001,0.0852
The_Black_Willow_12072_12150,dev,"Allan filled page after page, the words escaping from his mind onto the paper.",0.0,-0.165,-0.085,0.2128,-0.3035,-0.1658
The_Black_Willow_12151_12323,train,"Where before they had marched in regiments, practiced in ranks and followed their leaders' commands, the words now escaped in their true forms, unhindered by any stricture.",0.0,-0.11,0.0,0.1394,-0.0397,0.0722
The_Black_Willow_12324_12455,train,"He continued long into the night, until the eldritch orb had sunk into the waiting hands of the willow, raised perpetually skyward.",0.0,-0.11,0.11,0.0681,-0.0981,0.0427
The_Black_Willow_12482_12573,train,Arthur looked up from the results of a night’s frenzied labors and looked Allan in the eye.,0.0,0.0,0.055,0.0566,0.1111,0.0289
The_Black_Willow_12586_12601,train,"""What is this?""",-0.055,0.0,0.11,0.0,0.0153,0.016
The_Black_Willow_12602_12660,train,"he queried, indicating the pages he held in his left hand.",0.05,0.0,-0.05,0.2868,-0.1736,0.1864
The_Black_Willow_12673_12836,train,"""I decided that… since I wasn't having much success with more – traditional – stories, I might see what sort of work I produced if I let my imagination go freely,""",0.06,0.125,0.125,0.255,0.0562,0.2022
The_Black_Willow_12673_12915,train,"""I decided that… since I wasn't having much success with more – traditional – stories, I might see what sort of work I produced if I let my imagination go freely,"" Allan replied, somewhat less self-assured than he had been the previous night.",-0.15,0.05,0.0,0.243,-0.0323,0.1244
The_Black_Willow_1278_1348,train,"Although the concept was a simple one, Allan thought it had potential.",0.1,0.1,0.05,0.2052,-0.2686,0.0433
The_Black_Willow_12929_12994,train,"""What in G-d's name could have possessed you to do such a thing,""",-0.2,0.25,0.05,-0.0052,-0.135,-0.1108
The_Black_Willow_12929_13034,train,"""What in G-d's name could have possessed you to do such a thing,"" cried Arthur, nearly raising his voice.",-0.35,0.4,0.15,0.0005,-0.1261,-0.1107
The_Black_Willow_13035_13156,train,"""After all I said the day before, why have you abandoned centuries of literary progress for some self-indulgent fantasy?""",-0.2,0.1,-0.15,0.1635,-0.0861,0.0099
The_Black_Willow_13157_13248,train,"He shook the papers at Allan, raising them like a belt above the head of a disobedient son.",-0.1,0.05,0.1,0.1012,-0.0443,0.0222
The_Black_Willow_13249_13428,train,"""This is nothing but a glorified Grimm's tale, a miscarried child of Stoker, a creation less fit to be published than to be told around an open fire at the hovel of some peasant!""",-0.39,0.28,0.335,0.0995,-0.106,-0.0122
The_Black_Willow_13429_13567,train,He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.,-0.32,0.32,-0.41,0.0329,-0.0154,-0.0278
The_Black_Willow_1349_1398,train,"Besides, the public liked a good, simple romance.",0.25,0.1,0.05,0.6158,-0.1188,0.062
The_Black_Willow_13568_13613,train,"""Do you hate the modern system of literature?",-0.1,0.05,-0.1,0.1263,-0.0437,0.173
The_Black_Willow_13614_13707,dev,Do you personally despise the works the Enlightenment or the progress made since Shakespeare?,-0.125,-0.125,0.0,0.2118,0.1832,0.1652
The_Black_Willow_13614_13709,train,"Do you personally despise the works the Enlightenment or the progress made since Shakespeare??""",-0.05,-0.05,0.1,0.2118,0.1832,0.1652
The_Black_Willow_13707_13709,train,"?""",0.0,0.0,-0.05,,,
The_Black_Willow_13722_13783,train,"For a moment, Allan could hardly do more than shake his head.",0.0,-0.2,0.0,0.0303,0.0483,0.0497
The_Black_Willow_13784_13808,train,"""No, of course not… I– """,-0.1,0.2,-0.05,0.5,-0.366,-0.166
The_Black_Willow_13821_13832,train,"""Then why,""",-0.225,0.09,-0.18,0.0,0.3335,-0.167
The_Black_Willow_13821_13952,test,"""Then why,"" Arthur barreled on, ""do you disregard them all and return to this superstitious babble, this morbid, paganistic drivel?",-0.365,0.135,0.045,-0.1332,0.0947,-0.0923
